,TERM,COST,MEAN
5204,veterans,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$3.0', '$3.0', '$12.0', '$15.0', '$60.0', '$140.05', '$142.29', '$142.29', '$276.84', '$281.27', '$320.0', '$428.83', '$435.69', '$617.73', '$627.61', '$879.36', '$893.43']",188.9067857142857
5205,via,"['$0.21', '$0.65', '$0.9', '$1.25', '$1.3', '$2.0', '$2.5', '$2.75', '$3.95', '$5.0', '$5.0', '$5.0', '$5.0', '$7.0', '$7.0', '$24.95', '$39.95', '$80.0', '$116.5', '$200.0', '$2900.0']",162.42428571428567
5206,viable,$30.0,30.0
5207,vibe,"['$1.0', '$1.0', '$2.0', '$2.0', '$2.0', '$3.0', '$3.0', '$3.0', '$3.0', '$3.0', '$4.0', '$6.0', '$8.0', '$10.0', '$16.0', '$17.0', '$17.0', '$18.0', '$20.0', '$21.0', '$21.0', '$2279.0']",111.8181818181818
5208,vice,"['$10.95', '$81.99']",46.47
5209,victim,"['$50.0', '$105.0', '$450.0', '$450.0']",263.75
5210,victims,"['$50.0', '$105.0', '$426.0', '$450.0', '$450.0']",296.2
5211,video,"['$1.0', '$1.0', '$1.0', '$2.0', '$3.0', '$3.0', '$7.0', '$10.0', '$10.0', '$10.0', '$10.0', '$15.0', '$20.0', '$100.0', '$200.0', '$500.0', '$880.0', '$880.0', '$1000.0', '$1200.0', '$1200.0', '$1500.0', '$1500.0', '$3000.0', '$5000.0']",682.12
5212,videos,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$2.0', '$3.0', '$3.0', '$7.0', '$10.0', '$10.0', '$10.0', '$10.0', '$10.0', '$10.0', '$20.0', '$35.0', '$50.0', '$50.0', '$800.0', '$880.0', '$1000.0', '$1200.0', '$1500.0', '$3000.0', '$5000.0']",523.6538461538462
5213,view,$5.0,5.0
5214,viewed,"['$1.0', '$40.76', '$555.0', '$555.0']",287.94
5215,viewers,$125.0,125.0
5216,views,"['$0.1', '$0.3', '$1.0', '$1.0', '$2.0', '$2.0', '$3.0', '$5.0', '$9.0', '$12.0', '$18.0', '$40.0', '$172.53']",20.45615384615385
5217,violence,"['$1.0', '$1.2', '$1.7', '$4.1', '$5.8', '$7.2', '$10.0', '$14.0', '$14.0', '$14.0', '$14.0', '$14.3', '$55.0', '$55.0']",15.092857142857143
5218,viral,"['$17.0', '$49.0', '$50.0', '$83.0', '$97.0', '$125.0', '$166.0', '$197.0', '$199.0', '$397.0', '$399.0', '$490.0', '$1990.0', '$3990.0']",589.2142857142858
5219,virtual,"['$1.0', '$25.0', '$199.0', '$269.99', '$310.0', '$399.0', '$399.0', '$435.0', '$484.99', '$499.0', '$599.0', '$599.0', '$599.0', '$612.95', '$699.99', '$799.0', '$799.0', '$799.0', '$999.0']",501.4694736842105
5220,virtually,"['$3.0', '$8.0', '$10.0', '$10.0', '$14.0', '$20.0', '$25.0', '$27.0', '$500.0']",68.55555555555556
5221,virus,"['$50.0', '$510.0', '$680.0']",413.33333333333326
5222,visa,"['$100.0', '$120.0', '$120.0', '$160.0', '$160.0', '$160.0', '$190.0', '$190.0', '$205.0', '$205.0', '$228.0', '$265.0', '$270.0', '$325.0', '$445.0']",209.53333333333333
5223,vision,"['$50.0', '$79.0', '$100.0', '$100.0', '$129.0', '$171.0', '$200.0', '$691.0', '$691.0']",245.66666666666663
5224,visit,$69.0,69.0
5225,visiting,,
5226,visitor,"['$17.0', '$17.0', '$25.0']",19.666666666666668
5227,visualization,"['$7.0', '$5000.0', '$10000.0']",5002.333333333333
5228,vivid,"['$1.0', '$1.0', '$1.0', '$7.0', '$7.0', '$7.0', '$11.0', '$25.0', '$55.0', '$65.0', '$75.0', '$85.0']",28.33333333333333
5229,vocabulary,"['$3.0', '$5.0', '$65.0', '$900.0']",243.25
5230,voice,,
5231,volatile,,
5232,volatility,$25.0,25.0
5233,volume,"['$90.0', '$95.0', '$100.0']",95.0
5234,volunteers,"['$1.0', '$200.0', '$270.0', '$300.0', '$450.0', '$500.0', '$700.0', '$925.0', '$1000.0', '$1200.0', '$3000.0', '$3200.0']",978.8333333333335
5235,vote,$10.0,10.0
5236,voting,"['$10.0', '$200.0', '$200.0']",136.66666666666666
5237,vow,"['$99.0', '$99.0', '$295.0', '$299.0', '$300.0', '$499.0', '$595.0', '$799.0', '$1499.0']",498.22222222222223
5238,w,"['$13.52', '$82.0', '$174.0']",89.83999999999997
5239,waffle,"['$0.25', '$3.05', '$3.55', '$4.05', '$4.25', '$4.4', '$4.65', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.3', '$5.7', '$5.7', '$6.35', '$6.35', '$6.55', '$7.0', '$9.95']",5.0875
5240,wage,"['$7.25', '$7.55', '$8.78', '$10.8', '$11.0', '$12.0', '$12.0', '$13.0', '$14.0', '$15.0', '$15.0', '$15.0', '$15.0', '$15.0']",12.241428571428573
5241,wages,"['$65.0', '$590.0', '$680.0', '$825.0', '$900.0']",612.0
5242,wait,"['$1.0', '$50.0']",25.5
5243,waiting,"['$1.0', '$200.0']",100.5
5244,waitresses,"['$1.0', '$1.0', '$4.0', '$7.25', '$10.0', '$13.0', '$13.0', '$16.87', '$20.0', '$20.0', '$24.0', '$30.0', '$30.0']",14.624615384615385
5245,waive,,
5246,wake,"['$20.0', '$25.0', '$30.0', '$150.0', '$150.0', '$200.0']",95.83333333333331
5247,walk,"['$0.5', '$1.0', '$2.5', '$5.0', '$5.0', '$10.0', '$10.0', '$10.0', '$10.0', '$10.0', '$15.0', '$15.0', '$15.0', '$15.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$25.0', '$30.0', '$30.0', '$30.0', '$30.0', '$39.0', '$45.0', '$59.0', '$60.0', '$105.0']",23.03125
5248,walked,"['$2.5', '$5.0', '$5.0', '$10.0', '$10.0', '$10.0', '$10.0', '$15.0', '$15.0', '$15.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$25.0', '$26.0', '$30.0', '$30.0', '$30.0', '$35.0', '$45.0', '$60.0', '$60.0']",22.25
5249,walking,"['$10.0', '$10.0', '$10.0', '$15.0', '$15.0', '$15.0', '$15.0', '$15.0', '$17.5', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$25.0', '$25.0', '$26.0', '$26.0', '$30.0', '$30.0', '$30.0', '$30.0', '$35.0', '$40.0', '$40.0', '$45.0', '$60.0', '$60.0']",25.306451612903228
5250,walks,"['$5.0', '$5.0', '$6.0', '$10.0', '$10.0', '$10.0', '$10.0', '$12.0', '$15.0', '$15.0', '$15.0', '$15.0', '$15.0', '$15.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$20.0', '$25.0', '$26.0', '$26.0', '$30.0', '$30.0', '$30.0', '$30.0', '$30.0', '$35.0', '$40.0', '$45.0', '$60.0', '$60.0']",22.428571428571423
5251,wall,"['$1.15', '$2.0', '$2.0', '$2.0', '$2.0', '$2.3', '$3.0', '$3.0', '$3.0', '$4.15', '$5.0', '$5.0', '$6.0', '$6.0', '$6.0', '$8.0', '$10.0', '$10.0', '$10.0', '$14.0', '$15.0', '$20.0', '$20.0', '$25.0', '$25.0', '$35.0', '$75.0', '$80.0', '$150.0', '$200.0', '$500.0', '$939.0', '$2450.0', '$2677.0', '$4000.0', '$4220.0', '$6500.0', '$6650.0']",754.8842105263158
5252,wallet,"['$25.0', '$30.0']",27.5
5253,wallets,"['$25.0', '$30.0']",27.5
5254,wanna,"['$1.0', '$45.0', '$109.0', '$109.0']",66.0
5255,want,,
5256,wanted,$249.99,249.99
5257,wanting,,
5258,wants,,
5259,war,,
5260,warehouse,"['$6.0', '$6.53', '$7.1', '$7.1', '$7.1', '$7.46', '$8.0', '$11.44', '$14.0', '$15.0', '$20.0', '$25.0', '$35.0', '$35.0', '$35.0', '$37.0', '$40.0', '$59.0', '$74.0', '$85.0', '$95.0', '$100.0', '$100.0', '$106.0', '$140.0', '$142.0', '$200.0', '$266.0', '$426.0']",72.74931034482759
5261,warm,"['$1.0', '$1.27', '$2.0']",1.4233333333333331
5262,warning,"['$1.0', '$3.0', '$3.0']",2.333333333333333
5263,warrants,"['$10.0', '$40.0', '$40.0', '$50.0', '$50.0']",38.0
5264,was,"['$1.15', '$1.24', '$2.19', '$2.25', '$3.0', '$3.0', '$4.11', '$6.75', '$7.0', '$19.0']",4.9689999999999985
5265,washing,"['$0.08', '$0.15', '$0.35', '$0.35', '$0.4', '$0.75', '$0.77', '$0.8', '$60.0', '$60.0', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$130.0', '$150.0', '$150.0', '$173.0', '$200.0', '$211.0', '$220.0', '$220.0', '$250.0', '$250.0', '$250.0', '$250.0', '$275.0', '$275.0', '$280.0', '$300.0', '$300.0', '$311.0', '$380.0', '$400.0', '$400.0', '$420.0', '$480.0', '$500.0', '$500.0', '$500.0', '$800.0']",216.24767441860462
5266,wasn't,,
5267,waste,"['$10.0', '$11.77', '$24.54', '$30.42', '$38.07', '$50.0', '$50.0', '$66.1', '$70.0', '$70.0', '$76.05', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$100.0', '$125.0', '$150.0', '$350.0', '$500.0', '$550.0', '$700.0', '$900.0', '$950.0']",212.878
5268,wasteful,"['$230.7', '$240.5', '$240.5', '$265.6', '$265.6', '$760.0', '$760.0']",394.7
5269,wasting,"['$1.0', '$48.3', '$161.0', '$161.0', '$218.0', '$700.0']",214.88333333333333
5270,watch,"['$1.0', '$2.0', '$2.0', '$2.0', '$4.0', '$4.0', '$4.0', '$5.0', '$5.0', '$5.0', '$6.0', '$6.0', '$6.0', '$7.0', '$8.0', '$8.0', '$11.0', '$17.0', '$17.0', '$59.97', '$500.0', '$749.0', '$845.0']",98.86826086956523
5271,watched,"['$1.0', '$3.0', '$4.0', '$5.0', '$5.0', '$10.0', '$59.97', '$500.0', '$845.0']",159.2188888888889
5272,watching,,
5273,water,"['$0.0', '$1.45', '$1.48', '$1.5', '$4.41', '$4.59', '$11.8', '$60.0']",10.65375
5274,water's,,
5275,waters,"['$19.0', '$24.99', '$29.0', '$30.0', '$44.99']",29.596
5276,wave,"['$4.37', '$4.37', '$19.95', '$29.95', '$30.0', '$69.95', '$80.0', '$117.0']",44.44875
5277,way,"['$3.0', '$3.75', '$3.75', '$3.75', '$6.0', '$6.0', '$6.0', '$8.25', '$8.25', '$8.25', '$10.5', '$12.75', '$15.0', '$21.25', '$84.5', '$85.0', '$90.0', '$281.0', '$311.0', '$340.0', '$360.0']",79.42857142857143
5278,ways,,
5279,we,$25.0,25.0
5280,we'd,,
5281,we'll,,
5282,we're,,
5283,we've,,
5284,weak,"['$18.5', '$41.68']",30.09
5285,weaken,,
5286,weaker,,
5287,weakness,"['$8.77', '$23.4', '$23.4']",18.523333333333333
5288,wealth,"['$10.0', '$50.0', '$74.0', '$100.0', '$100.0', '$500.0']",139.0
5289,wealthier,,
5290,wealthiest,"['$1.0', '$4.4', '$6.48', '$7.05', '$7.71', '$46.0', '$73.0', '$92.0', '$104.0', '$113.0', '$145.0']",54.51272727272727
5291,wealthy,$1.0,1.0
5292,weapon,"['$49.0', '$83.97', '$499.99']",210.98666666666668
5293,weaponry,,
5294,weapons,"['$75.99', '$91.99', '$94.99', '$114.99', '$499.99']",175.59
5295,wear,$200.0,200.0
5296,wearing,"['$1.0', '$1.0', '$50.0', '$50.0', '$80.0', '$100.0', '$100.0', '$100.0', '$100.0', '$200.0']",78.2
5297,wears,"['$1.0', '$14.99', '$19.99', '$40.0', '$50.0', '$100.0', '$100.0']",46.56857142857143
5298,weather,,
5299,weave,"['$1.0', '$1.0', '$3.0', '$20.0', '$50.0', '$60.0', '$100.0', '$100.0', '$150.0', '$150.0', '$200.0', '$200.0', '$300.0', '$300.0', '$400.0', '$500.0', '$600.0', '$800.0', '$2000.0']",312.3684210526316
5300,web,"['$0.0', '$1.0', '$1.0', '$1.0', '$1.95', '$2.0', '$2.0', '$3.0', '$3.0', '$3.0', '$6.0', '$6.0', '$6.0', '$7.0', '$9.0', '$10.0', '$50.0', '$50.0', '$144.0', '$199.0', '$199.0', '$200.0', '$200.0', '$250.0', '$500.0', '$500.0']",90.53653846153844
5301,webmaster,"['$0.0', '$0.08', '$1.0', '$3.0', '$3.0', '$3.0', '$5.0', '$7.99', '$9.0', '$10.0', '$14.99', '$15.0', '$15.0', '$20.0', '$20.0', '$25.0', '$25.0', '$40.0', '$50.0', '$66.0', '$77.0', '$89.0', '$100.0', '$110.87', '$150.0', '$200.0', '$360.0', '$500.0', '$500.0', '$1500.0', '$3000.0', '$5000.0']",372.4978125
5302,website,"['$0.0', '$2.0', '$2.0', '$3.0', '$3.0', '$5.0', '$9.0', '$10.0', '$12.0', '$20.0', '$25.0', '$25.0', '$25.0', '$30.0', '$50.0', '$50.0', '$100.0', '$100.0', '$100.0', '$144.0', '$150.0', '$200.0', '$200.0', '$250.0', '$299.0', '$500.0', '$500.0', '$500.0', '$500.0', '$500.0']",143.8
5303,websites,"['$0.0', '$1.0', '$2.0', '$2.0', '$3.0', '$3.0', '$3.0', '$5.0', '$6.0', '$6.0', '$9.0', '$10.0', '$20.0', '$30.0', '$50.0', '$50.0', '$100.0', '$100.0', '$100.0', '$144.0', '$155.0', '$200.0', '$200.0', '$219.0', '$500.0', '$500.0', '$500.0', '$500.0', '$500.0']",135.10344827586206
5304,weddings,"['$3.0', '$5.0', '$7.0', '$10.0', '$27.0', '$28.0', '$29.0', '$29.0', '$30.0', '$31.0', '$31.0', '$33.0', '$33.0', '$33.0', '$33.0', '$35.0', '$35.0', '$203.0', '$206.0', '$231.0', '$263.0', '$292.0', '$3000.0', '$6000.0', '$11000.0', '$30000.0']",1985.6538461538464
5305,wedge,"['$39.99', '$39.99', '$49.99', '$99.99', '$119.99', '$149.99', '$199.0', '$199.0']",112.2425
5306,week,"['$1.0', '$1.0', '$1.0', '$1.0', '$3.99', '$6.05', '$11.74', '$21.0', '$46.0', '$49.0', '$49.99', '$50.0', '$51.0', '$53.95', '$58.0', '$58.23', '$477.28']",55.30764705882354
5307,weekday,"['$1.0', '$24.9']",12.95
5308,weekend,"['$10.0', '$10.0']",10.0
5309,weekends,,
5310,weeks,"['$2.0', '$2.36', '$2.73', '$3.0', '$6.0', '$6.0', '$6.0', '$10.0', '$100.0', '$250.0', '$550.0']",85.28090909090909
5311,weighing,"['$1.5', '$19.99', '$25.49', '$25.99', '$29.99', '$29.99']",22.15833333333333
5312,weight,"['$1.5', '$1.5', '$1.68', '$1.77', '$2.0', '$5.0', '$9.49', '$9.49', '$17.0', '$40.0', '$45.0', '$60.81', '$75.0']",20.787692307692307
5313,weights,"['$1.5', '$2.0', '$5.0', '$9.49', '$9.49', '$17.0', '$40.0', '$45.0']",16.185000000000002
5314,weird,"['$0.19', '$0.2', '$0.5', '$0.79', '$1.0', '$1.99', '$1.99', '$2.0', '$2.47', '$2.5', '$2.97', '$6.1', '$34.95', '$55.0', '$64.93', '$65.0', '$78.25']",18.872352941176477
5315,weirdness,$371.0,371.0
5316,welcome,"['$0.75', '$0.78', '$55.0', '$81.0', '$99.0', '$99.0', '$99.0', '$379.99']",101.815
5317,welding,"['$30.0', '$40.0', '$50.0', '$55.0', '$65.0', '$125.0', '$153.0', '$206.0', '$206.0', '$334.0', '$348.0', '$350.0', '$350.0', '$546.0', '$850.0']",247.2
5318,well,"['$1.0', '$1.0', '$1.0', '$2.0', '$5.0', '$5.0', '$6.0', '$7.0', '$10.0', '$12.0', '$12.0', '$15.0', '$15.0', '$15.0', '$25.0', '$26.0', '$27.0', '$30.0', '$30.0', '$30.0', '$34.0', '$50.0', '$57.0', '$58.0', '$65.0', '$75.0', '$100.0', '$120.0']",29.785714285714285
5319,went,"['$2.2', '$5.0', '$40.0', '$40.0']",21.8
5320,were,"['$1.0', '$3.31', '$3.36', '$3.99', '$4.01', '$4.01', '$4.68', '$37.0', '$806.0']",96.37333333333332
5321,weren't,,
5322,what,$1.0,1.0
5323,what's,,
5324,whatever,,
5325,whatnot,"['$0.3', '$1.0', '$2.5', '$50.0', '$50.0', '$100.0']",33.96666666666667
5326,when,,
5327,whenever,,
5328,where,,
5329,where's,,
5330,whereas,"['$1.99', '$11.86', '$78.25', '$200.0']",73.025
5331,wherein,,
5332,wherever,"['$33.0', '$34.0', '$34.0', '$37.0', '$51.0', '$51.0', '$53.0', '$57.0', '$65.0', '$65.0', '$97.0', '$97.0', '$97.0', '$97.0', '$101.0', '$101.0', '$132.0', '$133.0', '$146.0', '$153.0', '$156.0', '$223.0', '$227.0', '$238.0', '$241.0']",108.76
5333,whether,"['$1.0', '$2.0', '$4.0', '$8.0']",3.75
5334,which,$1.0,1.0
5335,while,"['$1.0', '$1.0']",1.0
5336,whit,"['$1.0', '$1.25', '$1.75', '$1.75', '$2.5', '$3.5', '$3.5', '$3.5', '$4.0', '$6.0', '$6.25', '$6.75', '$12.5', '$15.0', '$25.0', '$25.0']",7.453125
5337,white,"['$1.49', '$5.59', '$6.19', '$6.19']",4.865
5338,who,"['$1.0', '$10.0']",5.5
5339,who's,,
5340,whoever,"['$5.0', '$23.5']",14.25
5341,whole,,
5342,whom,,
5343,whose,"['$3.0', '$5.0', '$120.0', '$120.0']",62.0
5344,why,,
5345,wider,"['$36.6', '$206.0']",121.3
5346,wife,"['$35.0', '$45.0']",40.0
5347,wikipedia,$1.0,1.0
5348,wild,"['$6.0', '$8.0', '$9.99', '$12.0', '$13.0', '$13.0', '$13.0', '$16.99', '$18.0', '$20.0', '$24.49', '$24.49', '$25.97', '$25.97', '$27.49', '$28.97', '$29.99', '$34.99', '$44.99', '$44.99', '$49.99', '$49.99', '$318.0']",37.40434782608696
5349,will,"['$1.0', '$1.0', '$1.0', '$10.0', '$14.99', '$20.0', '$70.0', '$89.0', '$99.0', '$100.0', '$150.0', '$150.0', '$150.0', '$179.0', '$300.0', '$300.0', '$300.0', '$375.0', '$400.0', '$500.0', '$500.0', '$600.0']",195.9086363636364
5350,willing,"['$1.0', '$1.0', '$19.0', '$19.95', '$25.0', '$28.0', '$29.0', '$34.99', '$39.0', '$39.7', '$49.0', '$69.0', '$69.0', '$85.0', '$119.0', '$129.0', '$300.0']",62.155294117647045
5351,willpower,"['$0.09', '$0.56', '$1.85', '$4.99', '$9.99', '$12.0', '$13.01', '$18.0', '$18.0', '$29.0', '$37.0', '$220.0', '$420.0', '$600.0']",98.89214285714287
5352,win,,
5353,wind,"['$1.0', '$1.0', '$1.3', '$2.0', '$2.2', '$3.0', '$4.0', '$11.0', '$20.0', '$28.0', '$31.0', '$32.0', '$40.0', '$42.0', '$42.0', '$45.0', '$48.0', '$54.0', '$70.0']",25.13157894736842
5354,windfall,"['$0.99', '$1.0', '$1.7', '$4.2', '$4.2', '$12.5', '$97.0']",17.37
5355,window,"['$1.0', '$1.0', '$1.0', '$1.0', '$65.0', '$100.0', '$150.0', '$150.0', '$150.0', '$150.0', '$175.0', '$189.0', '$200.0', '$200.0', '$250.0', '$280.0', '$300.0', '$350.0', '$350.0', '$360.0', '$400.0', '$450.0', '$450.0', '$500.0', '$500.0', '$600.0', '$600.0', '$650.0', '$700.0', '$750.0', '$850.0', '$850.0', '$1950.0']",384.03030303030295
5356,windows,"['$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$65.0', '$100.0', '$150.0', '$150.0', '$150.0', '$150.0', '$175.0', '$175.0', '$175.0', '$200.0', '$250.0', '$280.0', '$300.0', '$320.0', '$400.0', '$400.0', '$600.0', '$650.0', '$700.0', '$700.0', '$700.0', '$750.0', '$800.0', '$800.0', '$800.0']",310.84375
5357,wine,"['$4.0', '$4.0', '$10.0', '$10.0', '$10.0', '$14.41', '$15.0', '$15.0', '$20.0', '$20.0', '$24.94', '$30.0', '$30.0', '$39.99', '$50.0', '$50.0', '$70.0', '$100.0', '$100.0', '$200.0', '$200.0']",48.4447619047619
5358,winner,"['$10.0', '$12.0', '$15.0']",12.333333333333336
5359,winners,"['$10.0', '$15.0', '$15.0']",13.333333333333336
5360,winning,$600.0,600.0
5361,wipe,"['$3.49', '$3.69', '$3.79', '$4.69', '$5.0', '$7.0', '$10.0', '$13.0', '$19.0', '$33.0', '$35.0', '$35.0', '$120.0', '$120.0']",29.475714285714282
5362,wires,"['$0.75', '$0.94', '$1.21', '$1.38', '$2.0', '$2.0', '$3.0', '$11.0', '$125.0', '$536.0', '$790.0', '$4226.0']",474.94
5363,wisdom,"['$1.0', '$75.0', '$75.0', '$75.0', '$80.0', '$150.0', '$185.0', '$200.0', '$200.0', '$224.0', '$225.0', '$225.0', '$250.0', '$275.0', '$300.0', '$300.0', '$300.0', '$450.0', '$550.0', '$600.0', '$600.0', '$600.0', '$650.0', '$800.0', '$896.0', '$950.0', '$1000.0']",379.11111111111114
5364,wise,"['$2.0', '$83.99']",42.995
5365,wisely,"['$1.0', '$1.0', '$1.0', '$3.0', '$5.0', '$5.0', '$5.0', '$150.0']",21.375
5366,wish,"['$0.5', '$0.5', '$3.0']",1.3333333333333333
5367,wished,"['$0.5', '$2.0', '$2.0', '$3.0', '$3.0', '$9.0', '$27.0']",6.642857142857142
5368,wit,$10.0,10.0
5369,with,"['$40.0', '$40.0']",40.0
5370,within,"['$0.38', '$0.55', '$2.1', '$2.8', '$7.5']",2.6660000000000004
5371,without,,
5372,wives,$100.0,100.0
5373,woke,"['$1.0', '$235.0']",118.0
5374,woken,"['$10.0', '$14.99', '$19.99', '$99.0', '$99.99', '$99.99', '$119.99', '$138.98']",75.36625
5375,woman,"['$1.0', '$1.0', '$1.0', '$2.06', '$3.95', '$101.0', '$247.2', '$474.0', '$741.0', '$1351.0']",292.32099999999997
5376,women,"['$2.06', '$3.95', '$8.39', '$1351.0']",341.35
5377,won't,,
5378,wonder,"['$5.0', '$5.0', '$9.74', '$12.0', '$15.0', '$22.88']",11.603333333333332
5379,wondered,$59.0,59.0
5380,wonderful,,
5381,woo,"['$0.3', '$3.95', '$5.0', '$5.0', '$5.0', '$12.0', '$12.0', '$20.0', '$23.2', '$25.0', '$25.0', '$26.1', '$29.0', '$49.0', '$59.0', '$99.99', '$150.0', '$239.2', '$269.1', '$299.0', '$499.99']",88.42047619047621
5382,word,"['$45.0', '$50.0', '$50.0', '$70.0', '$70.0', '$120.0', '$139.99', '$149.99', '$200.0']",99.44222222222223
5383,words,,
5384,work,"['$1.5', '$3.0', '$6.0', '$12.0', '$35.0', '$36.0', '$38.0', '$55.0', '$60.0', '$65.0', '$75.0', '$90.0', '$125.0', '$141.0', '$150.0', '$200.0', '$276.0', '$280.0', '$419.0', '$465.0', '$812.0']",159.26190476190476
5385,worked,$31.0,31.0
5386,working,"['$1.0', '$25.0', '$35.0', '$50.0', '$55.0', '$60.0', '$60.0', '$65.0', '$65.0', '$75.0', '$85.0', '$100.0', '$125.0']",61.615384615384606
5387,workout,"['$6.99', '$9.99', '$9.99', '$9.99', '$9.99', '$10.0', '$22.0', '$34.0', '$60.0', '$65.0']",23.795
5388,workplace,"['$1.0', '$3.0', '$3.0', '$3.0', '$4.0', '$8.0']",3.6666666666666665
5389,works,,
5390,workshop,"['$5.0', '$14.0', '$16.0', '$17.0', '$20.0', '$20.0', '$25.0', '$60.0', '$100.0', '$125.0', '$200.0', '$400.0', '$700.0']",130.9230769230769
5391,world,,
5392,world's,,
5393,worried,,
5394,worry,$2.25,2.25
5395,worrying,,
5396,worse,"['$1.5', '$2.0', '$20.0', '$149.0']",43.125
5397,worshipping,"['$0.5', '$0.78', '$1.54', '$1.54']",1.09
5398,worst,"['$1.0', '$3.0', '$43.73', '$100.0', '$100.0', '$100.0']",57.95500000000001
5399,worth,,
5400,would,"['$0.07', '$0.85', '$0.9', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.01', '$1.07', '$100.0', '$100.0', '$100.0', '$100.29']",24.246470588235287
5401,would've,,
5402,wouldn't,,
5403,wow,"['$14.99', '$15.0', '$49.99', '$69.99', '$99.99']",49.992
5404,wrap,"['$1.0', '$1.0', '$2.0', '$2.0', '$2.0', '$2.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$5.0', '$6.0', '$8.0', '$500.0', '$500.0', '$1600.0', '$2000.0', '$2500.0', '$3000.0']",483.7619047619048
5405,wrapped,"['$1.0', '$2.0', '$2.0', '$2.0', '$5.0', '$5.0', '$5.0', '$5.0', '$6.0', '$8.0', '$10.0', '$300.0', '$500.0', '$1600.0', '$2000.0', '$2000.0', '$2500.0', '$10000.0']",1052.8333333333333
5406,wrist,"['$4.0', '$4.0', '$6.0', '$6.0', '$11.0', '$18.0', '$30.0', '$50.0', '$150.0', '$150.0', '$250.0', '$450.0', '$4193.0']",409.3846153846154
5407,write,"['$2.5', '$2.5', '$22.0']",9.0
5408,writer,"['$1.0', '$1.0', '$11.95', '$30.0', '$40.0', '$50.0', '$75.0', '$80.0']",36.11875
5409,writers,"['$1.0', '$30.0', '$40.0', '$50.0', '$75.0', '$80.0', '$250.0']",75.14285714285714
5410,writes,"['$0.03', '$0.3', '$1.0', '$2.0', '$15.0', '$15.0', '$15.0', '$20.0', '$49.0', '$50.0', '$75.0', '$200.0', '$200.0', '$200.0', '$500.0', '$600.0', '$2000.0']",231.9017647058824
5411,writing,"['$0.86', '$1.0', '$1.08', '$2.0', '$2.0', '$40.0', '$50.0', '$80.0', '$82.0', '$83.0', '$100.0', '$107.0', '$200.0', '$200.0', '$500.0']",96.596
5412,written,"['$1.0', '$1.0', '$2.0', '$2.0', '$3.0', '$5.0', '$5.0', '$15.0', '$40.0', '$50.0', '$50.0', '$50.0', '$80.0', '$100.0', '$150.0', '$200.0', '$200.0', '$300.0', '$500.0']",92.31578947368419
5413,wrong,"['$8.99', '$9.99', '$20.0']",12.993333333333334
5414,wrote,"['$1.25', '$20.0', '$22.0', '$22.0', '$100.0', '$500.0', '$1000.0', '$1000.0', '$2000.0', '$2500.0']",716.525
5415,x,"['$1.0', '$5.0', '$5.0', '$5.0', '$36.0', '$40.0', '$74.0', '$79.0', '$81.0', '$101.0', '$124.0', '$138.0', '$350.0', '$375.0', '$375.0', '$389.0', '$414.0', '$459.0', '$720.0', '$899.99', '$5000.0']",460.52333333333326
5416,y'all,,
5417,yang,,
5418,ye,"['$2.5', '$24995.0']",12498.75
5419,yeah,"['$1.5', '$1.95', '$3.95', '$4.95', '$64.0']",15.27
5420,year,"['$0.07', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.07', '$12.01', '$19.18', '$48.7', '$100.0', '$100.0']",19.268666666666665
5421,year's,,
5422,years,"['$0.07', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.0', '$1.07', '$100.0', '$100.0']",17.42833333333333
5423,yeast,"['$1.19', '$1.69', '$2.25', '$2.25', '$4.98', '$9.98', '$9.98', '$12.0', '$17.15', '$35.0']",9.647
5424,yell,,
5425,yelled,$1.0,1.0
5426,yelling,,
5427,yep,,
5428,yes,"['$1.96', '$2.46', '$2.51', '$2.52', '$2.54', '$2.58']",2.428333333333333
5429,yesterday,$10.0,10.0
5430,yet,,
5431,yo,"['$15.0', '$15.0', '$15.95', '$19.95']",16.475
5432,york,"['$1.0', '$2.0', '$2.0', '$3.0', '$3.0', '$3.0', '$4.0', '$4.0', '$5.0', '$5.0', '$6.0', '$6.0', '$8.0', '$9.0', '$750.0']",54.06666666666667
5433,you,,
5434,you'd,,
